akkadian,english,confidence,src_len,tgt_len,ratio
a-wa-tim a-ni-a-tim kà-ru-um wa-ah-šu-ša-na i-dí-ni-a-tí-ma igi gír ša a-šu,"witnessed by aššur-idī, by elāli; puzur-ilī son of balzuenum was our (absent) partner.",22,9,13,1.444
1 gín pá-zu-ur-tí-šu-nu ša-bu-ú túg ku-nu-ki-a li-im-nu-ú-ni-ku-nu-tí-ma ú túg,they have been paid in silver 0.3333 mina 1 shekel for their smuggling.,22,9,13,1.444
e-lá-ma ib-ší 2 ṣí-il₅-a-nu ša ṭup-pé-e ku-nu-ku ša a-he-ki,there are still two ṣ-containers with tablets sealed by your brothers and mother.,22,9,13,1.444
lá sà-ha-ra-am sà-ha-ar-tí na-áp-ra-ṣa-am ú maš-ki ša-pá-tí-a lá té-zi-ba-am,"you shall not leave my small goods, a chisel and my woolen fleeces.",22,9,13,1.444
ší-im-šu-nu šé-bi-lam i-na anše ša lugal-{d}im 1 anše i-a-um,of the donkeys of šar-adad 1 donkey belongs to me and to aššur-imittī.,22,9,13,1.444
i-šé-e igi a-šùr-ták-lá-ku dumu kàr-wa-a igi ìr-ad-a-šùr dumu diri-e-im,"in the presence of assur-taklaku, son of karways, of urad-assur, son of watrum.",22,9,13,1.444
a-ha-at a-bi-šu i-dí-sú-in it-ma ù ša-lim-a-šur a-na hu-bu-ul i-ba-a-a,"iddin-suen swore on behalf of his sister, his brother and his father's sister.",22,9,13,1.444
12 ša a-ki-dí-e ku-nu-ki ša šál-ma-a-šùr ṣú-ha-ru-kà na-áš-ú-ni-ku-nu-tí 2,your servants are bringing you 4 and 12 akkadian ones sealed by šalim-aššur.,22,9,13,1.444
ku-ta-ni dam-qú-tim i-tur₄-dingir a-na en-um-a-šur a ší-a-ma-tim i-dí-in a-na-num,itūr-ilī gave 0.3333 mina of beads(?) plus 2 good to ennam-aššur for purchases.,22,9,13,1.444
22 ma-na urudu i-ṣé-er a-al-du₁₀ ša tù-ùh-pì-a a-al-du₁₀ dumu,"22 minas of copper āl-ṭāb from tuhpiya owes to āl-ṭāb, son of aššur-ṭāb.",22,9,13,1.444
na-áš-a-ku-um urudu ša ki-ma sá-li-a né-ri-iš-ma ta-dá-na-am lá i-mu-ú,we asked for copper from salliya's representatives but they would not give it.,22,9,13,1.444
za-ku-tum a-ṣé-er ša ki-ma ku-a-tí ù a-ṣé-ri-a šu-up-ra-am a,"my dear father, send a final report to your representatives and to me.",22,9,13,1.444
15 ma-na urudu ma-sí-a-am i-ṣé-er ú-nu-ba ú a-ší-a-at wa-ar-dí,"unuba and ašiat, dan-aššur's slaves, owe 15 minas of washed copper to luzi.",22,9,13,1.444
ku-nu-ku ša en-um-a-šur dumu e-lá-ma a-ha-ma 1 túg ku-sí-tum,separately 1 -garment of uṣur-ša-aššur that has been sealed later? is also available.,22,9,13,1.444
igi ištar kà-ki-bi₄-im i-li-ni lá-ak-ru-ba-am a-na a-lá-hi-im qí-bi₄-ma mì-nam,"provide me with a sacrifice and i shall pray to ištar-the-star, our god.",22,9,13,1.444
a-hi a-ta a-na a-wa-at ṭup-pí-im i-hi-id-ma iš-tí a-zu-ú tí-ir-ta-kà le-zi-ba-am,"my dear brother, pay heed to the words of the letter and let your message be left with azu.",22,10,19,1.9
a-ni-ša-am lá té-ta-ar-ba-am ha-ra-kà ta-ta-lá-ak a-hi a-ta be-lí a-ta 3,"please my brother, my lord, give these three garments for children that you brought up (from assur) to kuliya.",22,10,19,1.9
a-na a-wi-li lu-šé-bi-il₅-ma a-na a-šùr-i-dí li-iš-qú-lu ša ki-ma i-a-tí ṭup-pá-am,"pay the silver then i will send it to the gentlemen, so that they can pay it to aššur-idī.",22,10,19,1.9
a-ni-a-tim kà-ru-um ta-wi-ni-a i-dí-ni-a-tí-ma igi gír ša a-šur ṭup-pá-am a-ni-am,for these words the tawiniya colony made us appear in court and before aššur's dagger we gave this tablet.,22,10,19,1.9
šu-ma i-na pí-i-kà ṣú-ha-ar-tum ṭá-ar-da-at ma a-wa-tum ku-a-a-tum šu-up-ra-ma lu,"write me in your own words whether the girl was chased out by your order, so i may know.",22,10,19,1.9
i-pá-li-lu lu-ta-me ú ú-nu-tám lu-na-dí-id a-hu-ú-a be-lu-a a-tù-nu i-dí-ku-nu dí-na-ma,"my dear brothers and lords, you must make an effort and do a favour to aššur and to me.",22,10,19,1.9
10-tim ú ša-du-a-tám li-qé-a-ma ša ba-ri-ni li-li-kam-ma gír ša a-šur,do not fail to produce aššur's dagger in the presence of kuliya and people shall not spare each other!,22,10,19,1.9
am-tim li-dí-ší šu-ma lá ta-dí-in-ší li-bi₄ i-ma-ra-aṣ,"if you have not give it, i shall be upset.",22,7,10,1.429
i-ze-za-am-dingir ša ni-iš a-lim{ki} ta-mu-ú-ni uz-na-tí-šu-nu al-pu-ut,i impressed upon them what was sworn by the city.,22,7,10,1.429
na-áš-a-ku-nu-tí a-hu-ú-a a-tù-nu lu-lá-am ù a-lá-ni a,"my dear brothers, offer the and the acorns for sale.",22,7,10,1.429
a-šùr wa-bar-tum ša ša-mu-ha i-dí-ni-ma ṭup-pá-am a-dí-in,"the šamuha station gave me, and i gave the tablet.",22,7,10,1.429
a li-bi₄ ṭup-pè-a šu-uk-na-ma ù tí-ir-ta-ak-nu li-li-kam,place it among my tablets and then send me word.,22,7,10,1.429
e-né-ku-nu lá-mu-ur iš-ra-tim šé-bu-ul-ta-ku-nu ku-nu-ki-a a-lu-wa na-áš-a-ku-nu-tí,"aluwa brings you the belts, your shipment, under my seal.",22,7,10,1.429
a-tù-nu ta-ša-a-ma-ni a-tù-nu iš-tí-šu ku-un-kà a-na ší-tí,buy textiles from talhat for the rest of my silver.,22,7,10,1.429
na-hi-da-ší-ma i-na hu-ur-ší-a ší-lá-tum lá i-ba-ší-ma li-bi,inform me how much grain was spent for the mourning-ritual.,22,7,10,1.429
a-lá-hu-um a-hu-kà iš-tí-kà a-ša-áp-ru-sí-im i-za-az tí-ir-ta-kà a-wa-tim,"ali-ahum, your brother, is ready to separate (him) from you.",22,7,10,1.429
ub-lá-kum mì-šu tí-ir-ta-kà ki-a-ma lá i-lá-kam a-na,why has word concerning this not come here from you?,22,7,10,1.429
šu-uk-na a-dí tí-ir-ta-ak-nu i-lá-kà-ni ri-iš lu-qú-tim ú-kà-al,i hold on to the goods until your orders arrive.,22,7,10,1.429
a-ṣé-er anše a-ni-ú-tim 3 anše ù ṣú-ha-ri,dispatch 3 donkeys and servants in addition to these donkeys.,22,7,10,1.429
a-na a-bi₄-a ha-bu-lá-tù-nu ṭup-pá-ak-nu ha-ar-ma-am ša hu-bu-li-ku-nu,my father left me your certified tablet concerning your debt.,22,7,10,1.429
il₅-qé šu-ma a-šur-ma-lik a-na bu-zi-a i-tù-ar šu-ištar,"if aššur-malik raises claim against buziya, šu-ištar will clear him.",22,7,10,1.429
ṭup-pu-um ša ší-bu-tí-a ša igi šu-ga-ri-a-e ša,the tablet with my testimony before the šugarri'ā'u of aššur.,22,7,10,1.429
lu-šé-bu-lu-ni-kum ú ší-im túg ṣú-ba-tí ša a-lá-hi-im ú e-na-nim li-iš-lu-ṭù-ma lu-šé-bi₄-lu-ni-kum,"also, they should take control of the proceeds from the textiles belonging to ali-ahum and ennānum and send it to you.",22,11,21,1.909
i-is-ku-ri-im lá-pu-ut a-pu-tum lá ta-ša-lá-aṭ ṭup-pá-am ša é bé-lúm-ba-ni na-áš-pár-ta-kà li-li-kam,as for the tablet of / in the house of belum-bani - when your letter comes we will obtain its release.,22,11,21,1.909
ša dingir-ba-ni dumu ib-ni-lí ki a-ta-a urudu ma-lá i-na li-bi₄-šu-nu i-ba-ší-ú,settle accounts for all the copper they still owe and collect it and add it to that derived from the gold.,22,11,21,1.909
ha-ar-mu-um ša hu-bu-ul en-um-a-šur dumu ša-lim-a-šùr ša e-li-a-ni sà-ar igi ku-ku-wa dumu,a certified tablet concerning the debt of ennam-aššur son of šalim-aššur that may appear will be invalid.,22,12,17,1.417
ma-na-na a-na gám-ri-im ù hu-lu-qá-e ša illat ì-lí-a-lim a-na mì-ma šu-um-šu ku-na-a,"for expenses and losses of the caravan of ilī-ālum, whatsoever, kunnāya shall not raise claim against elamma.",22,12,17,1.417
igi a-šùr-lá-ma-sí dumu šu-ku-bi₄-im igi en-na-nim igi ú-ba-a igi šu-mì-a-bi₄-a igi a-mur-{d}utu,"in the presence of assur-lamassi, son of su-kubum, of ennanum, of ubaya, of sumi-abiya, and of amur-samas.",22,12,17,1.417
i-lá-qé mì-ma a-nim a-na ir-ma-a-šur e-zi-ib igi šu-ištar dumu da-da-nim igi sà-ba-sí-a,"all this i left to ir'am-aššur, in the presence of šu-ištar, son of dadānum, and of sabasiya.",22,12,17,1.417
dan-a-šùr sí-ki e-na-sú-in dumu i-dí-a-bi₄-im ú-kà-al-ma a-na ha-nu dumu i-tur₄-dingir a-na qá-ta-tim,dan-aššur detains enna-suen son of iddin-abum and he gave him to hanu son of itūr-ilī as guarantor.,22,12,17,1.417
a-na a-la-hi-im dumu šál-ma-a-šur a-ni-na dumu puzur₄-a-na ú a-šur-ma-lik dumu a-lá-hi-im kišib,"to ali-ahum son of šalim-aššur, annina son of puzur-anna and aššur-malik son of ali-ahum; seal of zukuwa.",22,12,17,1.417
im-dí-dingir il₅-qé šu-ma um-me-a-nu i-ku-pì-ištar ú-la me-er-ú-šu a-na e-lá-ma i-tù-ru im-dí-dingir ú-ba-áb-šu,if the investors of ikūn-pī-ištar or his sons raise a claim against elamma imdī-ilum will clear him.,22,12,17,1.417
a-šur-du₁₀ a-na a-wa-tim a-ni-a-tim kà-ru-um wa-ah-šu-ša-na i-dí-ni-a-tí-ma igi gír ša a-šur ṭup-pá-am ša ší-bu-tí-a a-dí-in sí-li-ištar tap-pá-i,for these words the wahšušana colony gave us and before aššur's dagger i gave the tablet with my testimony. ṣilli-ištar was my fellow witness.,22,17,24,1.412
il₅-qé-šu 1 túg ku-ta-nam {d}im-ba-ni ub-lá-ma i-ri-šu-ma il₅-qé-šu 1 túg ku-ta-nam en-nam-a-šur dumu a-mur-ištar ub-lá-ma i-ri-šu-ma il₅-qé-šu,adad-bāni brought 1 -textile and it was irišum who received it.ennam-aššur son of amur-ištar brought 1 -textile and it was irišum who received it.,22,17,24,1.412
iš-tí a-na-na li-ib-ší-ú a-ma-kam im-ra-mu-ša a-na ba-áb-tim ša tù-um-li-a-i-im li-hi-id,there ewarimuša should take care of the outstanding claims of the man from tumliya.,22,10,14,1.4
ú a-ší-a-at lu-zi i-šu iš-tù ha-mu-uš-tim ša a-mu-ru-um-ba-ni ú a-šur-na-da,reckoned from the week of amurrum-bāni and aššur-nādā they must pay within 4 weeks.,22,10,14,1.4
lá e-ru-bu a-bi a-ta mì-ma li-ba-kà lá i-lá-mì-in a-na ša,"although i did not reach that realisation(?), my dear father, do not be angry.",22,10,14,1.4
a-šar ma-lá-ki-im mì-il₅-kà-ni šu-ma a-wa-tum i-za-ku-wa a-na ma-lá tí-ir-tí-kà e-ra-áb,"if the matter is cleared up, i shall enter in accordance with your instructions.",22,10,14,1.4
ì-lí-a-lim šu-ištar i-šu igi ì-lí-dan dumu id-na-a-šur igi i-ku-pí-a-šur dumu,"witnessed by ilī-dān, son of iddin-aššur, by ikūn-pī-aššur, son of puzur-ištar, and by šu-kūbum.",22,10,14,1.4
igi be-lá-nim dumu šu-a-šur me-er-ú en-um-a-šur i-šé-e-ú-šu i-na-sú-in a-na a-lá-hi-im,enna-suen will not raise claim against ali-ahum or ennam-aššur's sons for anything at all.,22,10,14,1.4
du₁₀-ṣí-lá-a-šur na-áš-a-ku-um šu-ma be-li a-ta iš-tí a-li-ki-im pá-ni-i-ma sà-he-er-tám šé-bi-lam,"if you are indeed my lord, send me small goods with the first transport.",22,10,14,1.4
a-tù-nu-ma ku-un-kà e-na-na-ta-am na-hi-da-ma ba-lu-ku-nu ṭup-pè-e-a ma-ma-na lá i-pá-té ma-ma-an,give ennanātum instructions that no one must open for my tablets without your permission.,22,10,14,1.4
a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ší-bu-tí-ni igi gír ša a-šùr ni-dí-in igi sú-kà-lí-a,"the kanesh colony gave us for these proceedings, and we gave a tablet with our testimony before the dagger of aššur.",22,15,21,1.4
kišib en-na-nim dumu a-la-bi-im kišib dan-a-šùr dumu ir-nu-id kišib bu-zu-a dumu a-šùr-du₁₀ kišib a-du-da dumu,"sealed by ennānum son of ali-abum, by dan-aššur son of irnuid, by buzuwa son of aššur-ṭāb, by aduda son of zuwa.",22,15,21,1.4
a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ší-bu-tí-ni igi gír ša a-šùr ni-dí-in igi sú-kà-li-a,"the kanesh colony gave us for these proceedings, and we gave a tablet with our testimony before the dagger of aššur.",22,15,21,1.4
kišib a-mur-{d}utu dumu mì-šu-ra-bi kišib na-bi-sú-in dumu {d}ab-ba-ni kišib i-ku-pí-a-šùr dumu šu-ištar a-na,"seal of amur-šamaš son of miššu-rabi, seal of nabi-suen son of illil-bāni, seal of ikūn-pī-aššur son of šu-ištar.",22,13,18,1.385
ša áš-pu-ra-ku-nu-tí-ni ep-ša ù ṣí-ba-tim ša a-šur-i-mì-tí mì-ma lá i-sà-li-ma li-bi₄ lá i-ma-ra-ṣa-kum,"also, with respect to the interest(?) of aššur-imittī he must not lie and make me angry at you.",22,13,18,1.385
i-dí-a-bu-um é-tí ša bu-ri-im a-šar ša-lim-a-šùr wa-áš-bu iš-tí tù-ud-ha-li-a a-hu tù-li iš-a-am a-na,"iddin-abum has bought the houses by the well, where šalim-aššur is living, from tudhiliya the brother of tuli.",22,13,18,1.385
kišib ba-zi-a dumu dingir-kur-ub kišib a-hu-qar dumu zu-ur-zu-ur kišib i-ri-ší-im dumu a-mur-{d}utu ša,"seal of baziya son of ilī-kurub, seal of ahu-waqar son of zurzur, seal of irišum son of amur-šamaš.",22,13,18,1.385
kišib ba-ba-zu-a dumu šu-a-nim kišib du₁₀-ṣí-li-a-šur dumu a-li-li kišib šu-ištar dumu a-šùr-lá-ma-sí a-na,"seal of babazua son of šu-anum, seal of ṭāb-ṣill-aššur son of ali-ilī, seal of šu-ištar son of aššur-lamassī.",22,13,18,1.385
i-dí-a-bu-um é-tí ša bu-ri-im a-šar ša-lim-a-šùr wa-áš-bu iš-tí tù-ud-ha-li-a a-hu tù-li iš-a-am a-na,"iddin-abum has bought the houses by the well, where šalim-aššur is living, from tudhaliya the brother of tuli.",22,13,18,1.385
igi a-šur-ma-lik ṭup-pu-um ša a-lim{ki} ša be-ú-lá-tí-šu sà-ar,the tablet in the city concerning his working capital is invalid.,22,8,11,1.375
ša qí-ip-tí-šu-nu igi a-šùr-na-id dumu a-šur-i-dí igi ás-qú-dim,"in the presence of aššur-nādā, son of aššur-idī, and of asqūdum.",22,8,11,1.375
igi šu-ištar dumu šu-ki-tim igi a-šur-ma-lik dumu ša-ba-ha-nim,"in the presence of šukutum (and) of aššur-mālik, son of šabahānum.",22,8,11,1.375
šu-ut a-na a-šur-ma-lik im-nu-šu-nu 1 e-li-tám a-šur-ma-lik i-na,aššur-malik left one top-pack before his departure and ilī-bāni took that.,22,8,11,1.375
a-na pá-ni-a ṭur₄-dam a-hi a-ta be-li a-ta tí-ir-ta-kà,"my dear brother and lord, send me word to inform me.",22,8,11,1.375
ù a-mur-ištar i-ša-ha-at a-hi-a li-zi-zu a-dí a-hi i-lá-kà-ni,"then my own representatives, šu-illil and amur-ištar may assist my brother.",22,8,11,1.375
igi a-šur-ba-ni dumu ku-ta-a igi ili₅-ba-ni dumu a-mur-ištar,"witnessed by aššur-bāni son of kutaya, by ilī-bāni son of amur-ištar.",22,8,11,1.375
a-šùr ni-dí-in igi a-ku-za igi lá-li igi šu-ku-bi₄-im,"witnessed by akuza, by lalum, by šu-kūbum, by aššur-imittī, by itūr-ilī.",22,8,11,1.375
ki-ma me-er-e šál-ma-a-šur a-na qá-ta-tim a-da-ku-nu me-er-ú me-tim,representing the sons of šalim-aššur i hand you over to guarantors.,22,8,11,1.375
ša-li-iṭ-ma iš-tí-ša-ma li-bi-ší a-dí a-lá-ki-a lu ú-ṭá-tám lu,collect both grain and firewood from the anatolians before i come.,22,8,11,1.375
1 na-ru-uq ar-ša-tim ša-da-ag-de₈-e a-na dumu ì-lí-a-lim a-dí-in 1 na-ru-uq ar-ša-tim iš-tù tù-um-li-a a-na puzur₄-e-nam ú-šé-bi₄-lá-am,"further, i gave 1 sack of wheat last year to ilī-ālum's son; i sent 1 sack of wheat from tumliya to puzur-ennam.",22,16,22,1.375
ú-ku a-na a-wa-tim a-ni-a-tim kà-ru-um kà-né-eš i-dí-ni-a-tí-ma igi gír ša a-šùr i-na ba-áb dingir ṭup-pá-am ni-dí-in,the kanesh colony gave us for these proceedings and we gave a tablet before aššur's dagger in the gate of the god.,22,16,22,1.375
ha-ra-be-et ú-ra-da-am lá i-le-e a-sú-ri ṣú-ha-ru-kà e ta-aṭ-ru-da-šu-ma i li-bi₄ ma-tim mì-ma e i-né-pí-šu-ma li-ba-kà e,god forbid that you should send your servant and that you should be angry because something was done in the central country.,22,16,22,1.375
ṭup-pu-um ša ba-áb dingir ša igi gír ša a-šùr ša ší-bu-tí-ni,"the tablet from the gate of the god from before aššur's dagger, with our testimony.",22,11,15,1.364
ṭup-pu-um ša ba-áb dingir-lim ša ší-bu-tí-šu-nu ša igi gír ša a-šùr,the tablet from the gate of the god with their testimony from before aššur's dagger.,22,11,15,1.364
a-ta gi₅-im-lá-ni ú a-na-ku a-we-el gi₅-mì-li-im šu-ma a-bu-silim lá-šu tí-ir-tí-kà li-li-kam-ma,"my dear brother, do me a favour for i am also a man of favours.",22,11,15,1.364
ṣí-ip-um li-mu-um puzur₄-{d}mu igi a-bu-sa-lim dumu i-dí-ìr-ra igi i-dí-a-šùr dumu pu-ur-sí-sí-im,"in the presence of abu-šalim son of iddin-erra, of iddin-aššur, son of bursa / isum.",22,11,15,1.364
i-ba-ší šu-ma a-na qá-ta-tí-šu-nu en-um-a-šur ù i-ku-pí-a i-ma-ṣí-ú qá-ta-tí-šu-nu li-il₅-qé-ú-ma ší-bi šu-uk-na-šu-nu-tí bé-lu-ni a-tù-nu,"if ennam-aššur and ikūn-pīya take responsibility for their shares, they may receive their shares, but set witnesses for them.",22,14,19,1.357
ma-na-na a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ší-bu-tí-ni igi gír ša a-šùr ni-dí-in,the kanesh colony gave us for these proceedings and we gave the tablet with our testimony before aššur's dagger.,22,14,19,1.357
am-tám ku-uk-ra ša {d}utu-a-bi dumu zu-za-nim iš-tí ṣú-ha-ri-im ša ha-da-i-kur a-lá-hi-nim ša-lim-a-šur dumu ip-hu-ri-im iš-a-am ha-ma-am ma-ah-ri-ni,"the slave-girl kukra, which šamaš-abī, son of zuzānum, <had acquired?> from the boy of hada'ikur, the, ? šallim-aššur, son of iphurum, has bought.",22,17,23,1.353
iš-tù ha-mu-uš-tim ša a-šùr-ma-lik ṣa-lá-mì-im ki-ma a-wa-at kà-ri-im a-na 1 ma-na-e-em ṣí-ib-tám ú-ṣa-áb lí-mu-um ša qá-té ba-zi-a,"starting from the week eponymy of assur-mālik, the black one, he will add interest per mina according to the regulation of the colony.",22,17,23,1.353
sí-sí-a-nim i-na sí-sí-kà-at pì-ri-kà-ni šu-mì tám-kà-ri-im,indicate the name of the merchant on the hem of the .,22,6,12,2.0
iš-tí ší-ip-ri-ku-nu a-na da-me-e ša a-hi-a,i left with your envoys to sue for blood-money for my brother.,22,6,12,2.0
mì-šu-um lá ta-ša-ra-ni-a-tí lá tí-dí-e ki-ma,don't you realize that you left us behind in an empty house?,22,6,12,2.0
šál-ma-ni ú-ru-za-na-tim me-ra-lì ša ub-lá-ni lá,"the .'s of merali, which he brought, he refused to give (us).",22,6,12,2.0
ú i-dí-in-ni-ra-ah be-lúm-ba-ni i-šu igi a,"witnessed by ikūnum, son of aššur-bāni, (and) by the son of šu-ilabrat.",22,6,12,2.0
i ta-wi-ni-a wa-áš-ba-ni ni-iš-ta-na-me wa-áš-bu-tum ša,we hear rumours that the residents of wahšušana have left the city.,22,6,12,2.0
lu-za-ki-ú-ni-kum e ta-áš-lu-ut-ma lá ta-áš-pu-ur ú,do not act on your own authority since you have not written.,22,6,12,2.0
ù a-na dumu kà-né-eš lá ta-dá-na-šu a-na,you must not sell her! to an assyrian or to a citizen of kanesh.,22,7,14,2.0
a-we-lúm lá da-am-qú-um i-na e-ni-kà a-na ba-ú-ší-a,a man who is no good stands ready to defame me in your eyes.,22,7,14,2.0
e-tí-iq lu-qú-sú iš-tù a-lim{ki} a-šu-mì ki-lá-li-ma gán-lam,the goods purchased will pass overland from the city in the names of both.,22,7,14,2.0
tù-uš-ta-na-e-dí ù a-ta-ma tí-de₈-e ki-ma a-ka-al-tám 30,and you know yourself that you left only 30 portions of food for me.,22,7,14,2.0
ṭù-ur-da-ni-šu-nu a-hu-ú-a-tù-nu ih-da-ma ú a-na-ku a-wa-at-ku-nu a-ša-me,"heed my request, my brothers, and i too can listen to what you say!",22,7,14,2.0
lu nu-šé-ṣí-šu a-ha-at-kà a-na a-bi-kà ma-da-tí-ma ta-ta-wu i-na,your sister talks a lot to your father and she tries to make him forget you!,22,8,16,2.0
pá-nim-ma šé-bi-lam a-ta kà-ra-am a-na lá kà-ri-im tal-qé-ma,you treated the as if it were not the and failed to send the silver here.,22,8,16,2.0
sà-he-er-tám e-lá-lí ú en-um-ì-lí na-áš-ú-ni-kum a-ma-kam i-na {d}utu-ši ṭup-pí,"the very day you hear my letter there you (plur.) must satisfy your palace, for the is dead.",22,9,18,2.0
ah-zu-ni a-hi-iz géme a ší-mì-im lá i-da-an té-er-tum a-na,"he stays married to the maid just as he has married (her), he shall not sell the maid.",22,9,18,2.0
ší-ip-ri-ni šé-bi₄-lá-nim me-he-er ṭup-pì-ni a-na kà-ar kà-ar-ma ú wa-bar-ra-tim,send a copy of (this) letter of ours to every single colony and to all the trading stations.,22,9,18,2.0
