akkadian,english
a-šur-ma-lik i-šu a-na a-lá-ak,he is to pay before šu-illil arrives.
ú-ṣa-áb igi a-šur-e-mu-qí igi en-nam-a-šur dumu me-na-a,"witnessed by aššur-emūqī, by ennam-aššur s. of menaya."
a-šur-iš-ta-kál i-šu itu.kam ku-zal-le li-mu-um,"month kuzallu, eponymy aššur-imittī, the skipper."
a-šur-i-mì-tí ma-lá-hu-um a-na 3 itu.kam i-ša-qal šu-ma lá iš-qú-ul ki-ma a-wa-at kà-ri-im,he is to pay within 3 months; if he has not paid (in time) he shall add interest according to the rule of the colony.
ṣí-ib-tám ú-ṣa-áb kù.babbar a-le-e,he is to pay the silver wherever we meet.
ni-na-mu-ru-ú i-ša-qal igi ṣí-lu-šu-da-ga-an dumu ištar-pí-lá-ah igi a-lá-hi-im dumu ša-lim-a-šur,"witnessed by ṣilluš-dagān son of ištar-pilah, by ali-ahum son of šalim-aššur."
ú-ṣa-ba-ku-um itu.kam qá-ra-tim li-mu-um en-na-sú-in dumu,"month viii, year eponymy of ennam-suen, son of šu-ištar."
šu-ištar a-na a-wa-tim a-ni-a-tim kà-ru-um hu-ra-ma i-dí-ni-a-tí-ma igi gír ša a-šur,for these words the hurama colony made us available and before aššur's dagger we gave our testimony.
a-ta-tí-a igi a-hu-wa-qar igi a-šur-{d}utu,"in the presence of atatiya, of ahu-waqar, of aššur-šamšī."
šu-ma-a šu.nígin 9 ṭup-pu-ú i-na ta-ma-lá-ki-im ša i-ša-sú-ú ta-ba-ku-tum,"in all 9 tablets in a tablet box, to be read (and) thrown away(?)."
ha-bu-lu a-na ša-pár-tim ú-kà-al be-lí a-ta kù.babbar a-na šu-a-šùr šu-qú-ul-ma ṭup-pì,"my dear lord, pay the silver to šu-aššur, get out my tablet and let it be with you."
šé-ṣí-ma iš-tí-kà li-ib-ší-ú ù té-er-ta-kà li-li-kam-ma,"also, send me word so i can set out and leave."
lá-at-bi₄-a-ma lá-tal-kam ù a-dí ṭup-pì-im ša {d}utu-ba-ni a-dí ma-lá ù ší-ni-šu ni-gi₅-ri-ma ša ki-ma ku-a-tí ṭup-pá-am,"also, with respect to šamaš-bāni's tablet we sued both once and twice, but your representatives refuse to give the tablet."
ta-da-nam lá i-mu-ú té-er-ta-kà a-ṣé-er ša ki-ma,send word to your (representatives <gap>)
igi a-zu-ta-a dumu e-me-me igi ì-dí-ba-ni dumu ir-ma-a-šur,"in the presence of azutāya, son of ememê, of idi-bāni, son of ir'am-aššur."
šu-a-tí a-na é li-mì-im dí-ni kù.babbar a-ni-um é,give that silver to the office of the this silver was in elamma's house.
e-lá-ma ib-ší 2 ṣí-il₅-a-nu ša ṭup-pé-e ku-nu-ku ša a-he-ki,there are still two ṣ-containers with tablets sealed by your brothers and mother.
ù um-mì-ki i-ba-ší-ú pá-al-ha-ni-ma pá-ṭá-ra-am ú-lá,we did not dare to open them because we were afraid.
ni-mu-wa lá ta-áš-ta-na-me-i ki-ma um-mì-ki iš-tù 10 ša-na-tim nu-a-um ah-zu-ma i-na é nu-a-im wa-áš-ba-at-ni,have you not heard that the anatolian is since ten years married to your mother and that she lived in the house of the anatolian?
15 ma-na urudu ma-sí-a-am i-na áb-na-tí-ni i-na ṣé-er ú-na-bi₄,"unabi and ašiat owe 15 minas of washed copper, weighed with our stones, to luzi."
ú a-ší-a-at lu-zi i-šu iš-tù ha-mu-uš-tim ša a-mu-ru-um-ba-ni ú a-šur-na-da,reckoned from the week of amurrum-bāni and aššur-nādā they must pay within 4 weeks.
a-na 4 ha-am-ša-tim i-ša-qú-lu šu-ma lá iš-qú-lu ki-ma a-wa-at kà-ri-im ṣí-ib-tám,"if they have not paid (in time), they must add interest according to the rule of the colony."
ú-ṣú-bu i-na pu-ru-uš-ha-dim urudu-am i-ša-qú-lu,they must pay the copper in purušhaddum.
itu.kam hu-bu-ur li-mu-um i-dí-a-bu-um,"month hubur, eponymy iddin-abum."
igi i-dí-a-bi₄-im dumu i-tur₄-dingir,witnessed by iddin-abum son of itūr-ilī.
a-na a-lá-hi-im qí-bi-ma um-ma zu-ku-a-ma,to ali-ahum from zukuwa: before i came your tin was sold.
i-ba-ší ki-ma,do not get angry.
i-na a-li-ki,the silver is ready.
dumu um-me-a-nim ša kù.babbar,within 5 days šu-hubur has promised to leave.
10 ma-na na-áš-ú lá-šu-ma,we shall send you your silver with šu-hubur.
a ší-a-tí kù.babbar ni-ik-lá li-ba-kà mì-ma lá,i made šukkutum pay 4 minas of silver from what was in his certified tablet.
um-ma kà-ru-um kà-ni-iš-ma a-na a-li-ki qí-bi-ma a-na-kam sú-en₆-sig₅ im-hu-ur-ni-a-tí-ma um-ma šu-ut-ma li-ip-ta-num dumu qar-da-a ú-ta-ra-am a-na ta-ú-ri-šu ma-aṣ-a-ku du₁₀-ṣí-lá-a-šùr ší-pár-ni,"thus the kanesh colony, say to the travelers: here suen-damiq has appealed to us and he said: 'i want liptānum, son of qardaya, to be brought back; i take responsibility for bringing him back'. ṭāb-šilli-aššur is our messenger."
iš-tí du₁₀-ṣí-lá-a-šùr li-tù-ra-am,he must come back with ṭāb-ṣilli-aššur.
a-tù-nu lu e-mu-uq-šu,"you must be his executive force."""""
dumu i-ku-nim ṣí-ib-tám ki-ma a-wa-at kà-ri-im kà-né-eš ú-ṣa-áb,he will add interest according to the regulation of of the kanesh colony.
i-na 21 túg ša ša-lim-be-lí ú a-šur-pí-lá-ah na-áš-ú-ni-ku-nu-tí-ni 1 túg ša a-ki-dí-e a-na ištar-lá-ma-sí dí-na,of the 21 textiles that šalim-bēlī and aššur-pilah bring to you give 1 akkadian textile to ištar-lamassī.
i-na ša-am-ší ṭup-pí ta-ša-me-a-ni túg ú-ma-kál lá ta-kà-lá a-na a-lá-hi-im,the very day you hear my letter do not hold back the textile a single day.
qí-bi-ma <gap> a-na qá-tí ú-ku dí-in <gap>-nu ku-nu-ki-a,to ali-ahum: <gap> give <gap> to uku <gap> under my seal.
a-šu-mì ša hu-lu-qá-e,for the matter of the losses.
a-na-ku ku-ra ù šu-ištar ni-pá-hu-ur-ma iš-té-ni-iš a-na pí-lá-ah-ištar dumu ú-zu-a a-wa-tám ni-da-an igi lá-qé-ep,"i, kura <and> šu-ištar will come together and together we will address pilah-ištar, son of uzua, with lā-qēp, ememe and aššur-idī as witnesses."
igi e-me-me igi a-šur-i-dí šu-ma ib-tù-a-ni-a-tí iš-tí-ni i-ra-ba-áš,"should he prevail over us, then he can present his claim together with us."
ta-dí šu.nígin 3 ma-na šu-mì ku-ni-lim é kà-ri-im lá-pí-it,in all 3.5 minas have been booked in kūn-ilum's name in the colonial office.
igi iš-ma-{d}iškur igi bu-za-zu,"witnessed by išme-adad, by buzāzu."
a-na a-dí-dá a-lá-hi-im ú ú-ku qí-bi₄-ma um-ma puzur₄-a-šùr-ma 13 túg ku-nu-ki-a ša e-zi-ba-ku-nu-tí-ni 20 ku-ta-ni sig₅ ša-lim-be-lí ub-lá-ku-nu-tí šu.nígin 33 túg a-na ú-ku pì-iq-dá-ma a-na dur₄-hu-mì-it,"to adida, ali-ahum and uku from puzur-aššur: as to the 13 textiles under my seal that i left with you, šalim-bēli brought you (further) 20 good - in all entrust 33 textiles to uku and have him bring them to durhumit."
lu-ub-lam 4 ma-na an.na ku-nu-ki-a,uku brings 4 minas of tin under my seal.
ú-ku na-ší šu-ma anše i-ha-ša-ah,"if he wants a donkey, then buy one for him."
ša-ma-šu-um a-pu-tum lá i-sà-hu-ur,"urgent, he must not delay, send him!"
ṭur₄-da-ni-šu a-na ú-ku qí-bi₄-ma lá aq-bi₄-a-ku-um,to uku: did i not speak to you about not delaying?
lá sà-ha-ra-am sà-ha-ar-tí na-áp-ra-ṣa-am ú maš-ki ša-pá-tí-a lá té-zi-ba-am,"you shall not leave my small goods, a chisel and my woolen fleeces."
am-tám ku-uk-ra ša {d}utu-a-bi dumu zu-za-nim iš-tí ṣú-ha-ri-im ša ha-da-i-kur a-lá-hi-nim ša-lim-a-šur dumu ip-hu-ri-im iš-a-am ha-ma-am ma-ah-ri-ni,"the slave-girl kukra, which šamaš-abī, son of zuzānum, <had acquired?> from the boy of hada'ikur, the, ? šallim-aššur, son of iphurum, has bought."
ib-tù-uq <gap> a-na a-wa-tim,he cut off the stalk in our presence.
a-ni-a-tim kà-ru-um dur₄-hu-mì-it i-dí-ni-a-tí-ma igi gír ša a-šur ša a-šur ší-bu-tí-ni,for these words the durhumit colony gave us and before aššur's dagger we gave our testimony.
ni-dí-in igi lá-ba-lá-da dumu i-dí-sú-en₆ igi na-áb-sú-en₆ dumu šu-be-lim igi i-dí-ištar dumu i-dí-a-bi₄-im igi puzur₄.ištar dumu dan-a-šur,"in the presence of labān-nādā, son of iddin-suen, of nabi-suen, son of šu-bēlum, of iddin-ištar, son of iddin-abum, of puzur-ištar, son of dān-aššur."
šu-ha-ni-iš a-dí-na-kum um-ma a-ta-ma 3 túg ša,you said: 'i will bring up for you from the city 3 akkadian garments for children'.
a-ni-ša-am lá té-ta-ar-ba-am ha-ra-kà ta-ta-lá-ak a-hi a-ta be-lí a-ta 3,"please my brother, my lord, give these three garments for children that you brought up (from assur) to kuliya."
a-na-ku-ma zi-ra-am a-na ma-ma-i-im,it is now two years that you manage my silver.
um-ma en-na-sú-in-ma a-na en-um-a-šùr qí-bi₄-ma a-hi a-ta a-ma-kam tí-ir-tí a-ṣé-er i-tur₄-dingir i-li-kam a-dí a-wa-tim ša ma-šu-ha-ku-ni ù a-ta a-na i-tur₄-dingir pu-nu-ma ú i-na ša-ha-tí-šu i-zi-iz-ma šu-ma a-wa-tum i-sí-ú i-zi <gap> šu-ma,"from enna-suen to ennam-aššur: my dear brother, my message came to itūr-ilī there concerning the matter where i have been treated badly."
lá i-<gap>-ší <gap> me-et ni <gap> me <gap> i-<gap> um-ma <gap> le-qé-a-ma <gap> lá a-na <gap> ba-lá-ṭí <gap> i <gap> gi-mì-lam <gap> i-na ṣé-ri-a šu-ku-un,"you too should turn to itūr-ilī and assist him, and if they have called a lawsuit <gap> do me a great favour."
a-lá+lá-<gap> igi du-um-qí-a dumu a <gap> ša ku-zu-za-ri-im ù a-lá-hi-im <gap>,"witnessed by ṭāb-aššur son of al<gap>, by dumqiya son of <gap> concerning kuzuzārum and ali-ahum."
2 gín kù.ki ku-pu-ur-ší-ni-in sig₅ i-ṣé-er im-lik-a-šùr,2 shekels of -gold of fine quality imlik-aššur owes to ir'am-aššur.
ir-ma-a-šur i-šu iš-tù ha-ir-uš-tim ša e-dí-na-a,from the week of edināya he will pay within 15 weeks.
a-na 15 ha-am-ša-tim i-ša-qal šu-ma lá ìš-qúl ki-ma a-wa-at kà-ri-im,if he does not pay he will add (interest) in accordance with the regulation of the colony.
ú-ṣa-áb itu.kam qá-ra-a-tim li-mu-um e-lá-lí,"month viii, year eponymy of elālī, son of ikūnum."
dumu i-ku-nim igi pí-lá-ah-a-šur dumu da-nu-um-ì-lí igi a-šur-ma-lik dumu a-zu-za,"in the presence of pilah-aššur, son of dannum-ilī, of aššur-mālik, son of azuza."
um-ma i-na-a a-na zu-zu ú puzur₄-a-šùr qí-bi₄-ma a-na zu-zu qí-bi₄-ma ṭup-pá-kà ha-ar-ma-am ša 0.6666,from innaya to zuzu and puzur-aššur; to zuzu: i hold your certified tablet here concerning 0.6666 mina of silver.
ma-na kù.babbar a-na-kam ú-kà-al a-hi a-ta,"my dear brother, buṣānum represents me there."
a-ma-kam bu-za-num ki-ma i-a-tí kù.babbar a-na bu-za-nim dí-in-ma ša ki-ma ku-wa-tí šu-up-ra-ma,give the silver to buṣānum and write to your representatives that they should seize your tablet.
15 gín kù.babbar i-ṣé-er ma-lá-wa-áš-he,15 shekels of silver malawašhe owes to the creditor.
a-na ša-na-at ta-ša-qal šu-ma i-ma-lá u₄-me-ša lá ta-áš-qú-ul ki-ma a-wa-at kà-ri-im,if she has not paid when her term is over she will add interest in accordance with the regulation of the colony.
ṣí-ib-tám tù-ṣa-áb igi i-dí-a-bi₄-im,in the presence of iddin-abum.
a-na a-dí-da a-la-hi-im ú ù-ku-ú qí-bi₄-ma um-ma puzur₄-a-šùr-ma i-na 21 ṣú-ba-tí ša li-bi₄-ni ub-la-ni 1 ṣú-ba-ta-am ša a-ki-dí-i a-na ištar-la-ma-sí a-ša-at,"to adida, ali-ahum and uku from puzur-aššur: of the 21 textiles in our posession that he brought give 1 akkadian textile to ištar-lamassī, ali-ahum's wife."
a-la-hi-im dí-na 4 ma-na an.na-ku-um ku-nu-ki-a,uku brings you 4 minas of tin under my seal.
ú-ku-ú na-áš-a-ku-nu-tí an.na-kam a-na ší-mì-im dí-na-ma šu-ma e-ma-ra-am,sell the tin and buy him a donkey if he has asked for one.
ih-ta-ša-ah ša-ma-šu-um ṣú-ba-tí-ša ša li-bi₄-ni ub-la-ni 13 ṣú-ba-tí ša e-zi-bu-ú ku-nu-ki-a a-na ú-ku-ú dí-na-ma lu-ub-la-am i-na 4 ma-na an.na-ki-im,"as to her textiles in our possession that he brought, the 13 textiles that they left, give them to uku under my seal so he may bring them."
a-na ku-li-a qí-bi-ma um-ma hu-na-hu-na a-na-ah-dingir,"to kuliya, thus says hunahuna: anah-ilī and puzur-aššur came here."
bi-lá-nim-ma kù.babbar li-qí-a dub a-na-ku lá a-mu-a ú-šu-ra-am um-ma en-na-na-tum ri-ig-ma-am lá ni-na-dí dumu i-na-a lá i-ša-me-e ni-ip-lá-ah-ma e-na-na-tum ú a-na-ku hu-ur-šam,"ennānātum said: ""we will not file a complaint lest innaya's son hears about it."" since we became afraid, ennānātum and i myself, we opened the storeroom and took out of your tablet coffer the tablet with his seal, which we gave him."
ni-ip-té-e-ma i-na ta-ma-lá-ki-kà ṭup-pá-am ša,the 1 mina 6 shekels of silver i have in my possession.
ku-nu-ki-šu nu-šé-li-ma ni-dí-šu-um 1 ma-na 6 gín kù.babbar a-na-ku,since he did not give me your two letters i also did not release to him the tablet of aššur-ṭāb.
ú-kà-al 2 na-áš-pè-ra-tí-kà lá i-dí-nam,not one of your representatives came into action.
ú a-na-ku dub ša a-šur-du₁₀ lá ú-šé-er-šu-um ma-ma-an i-na ša-zu-za-tí-kà lá i-zi-iz iš-tù ṣú-ha-ru-ú i-li-ku-ni-ni ur-ki kù.babbar,"when the servants had come here, they were looking for the silver of ennānātum, but he had absolutely nothing available (and) he was unable to give even 1 single shekel of silver."
e-na-na-tim i-sà-hu-ru-ú,it is now up to you.
mì-ma i qá-tí-šu lá i-ba-ší 1 gín kù.babbar,i myself obtained 4 shekels of silver (and) i (also) took 2.3333 shekels of samaya.
ta-da-nam lá i-le-e ma-lá-kà 4 gín kù.babbar a-na-ku al-qé,i myself will use that silver for buying salt and then they can make themselves ready and depart.
a-na ku-li-a qí-bi-ma um-ma a-sà-num-ma a-ma-a dam-qá-tù-šu ša al-pì-lí ša i-na té-ga-ra-ma ú-ta-mì-ú pa-ar-sà-ti-kà a-wa-tim u-šé-ṣí-i ú šu-um-ka sig₅ ṭá-pu-ul,"to kuliya, thus says asānum: really, this is the friendliness of alpilī whom i made swear an oath in tegarama - he has disclosed confidential matters of you, and also your good reputation has been besmirched and i have been besmirched together with you!"
a-ta lá ta-qá-bi um-ma a-ta-ma i-qí-in-im,"for the rumors i keep hearing, for these matters god be my witness against alpilī!"
ma-di-iš li-bi-i im-ra-aṣ a-na,of the two <gap> kuliya will marry one as a fine wife.
a-wa-tim ša a-áš-ta-me-ú a-na a-wa-tim a-ni-a-tim,"of / with the <gap> if your maid, all of them(fem.) she will bring to you."
<gap> 2-ší-ta a-ša-tám da-mì-iq-tám ku-li-a e-ha-az,and because he gave her nothing they keep looking for <gap> and she is very angry.
i-na <gap> am-tí-kà ka-lá-ší-na-ma tù-ba-lá-ku-um li-ba-kà lá i-na-hi-id e-lá-an 3 gín kù.babbar mì-ma wa-at-ra-am lá i-dí-ší-im,"because of these matters which alpilī told her, when i had arrived for five days she refused to talk with me. <gap> i arrived here she was staying in the and both my hands are placed on the <gap> of her head."
ú ša a-da-<gap>-tim mì-ma lá i-dí-ší-im,if i had not arrived at short term we would have been seriously denunciated.
ú a-ma-tum ra-qá-ma uš-ba ú,she has caused me a lot of trouble until you met her personally.
ku <gap>,without <gap> i will go.
ú li-ba-ša da-ni-ša-ma ma-ri-i,"he will loosen the <gap> and then i will go."""""
5 gú 12 ma-na urudu,he should credit it to you there.
a-mur-ištar ú ì-lí-áš-ra-ni sú-ub-ra-am iš-ú-mu-ma a-na du-ur-hu-mì-it i-ta-al-ku a-ma-kam lu-ba-li-ṭá-kum 5 ma-na,amur-ištar gave 5 minas of copper to the one who brought the textiles to marithum.
ma-na kù.ki <gap> dumu sà-ah-ru-da-nim <gap> iš-tù ha-mu-uš-tim ša hi-na-a a-na 3 ha-am-ša-tim i-ša-qal šu-ma i-na ma-lá u₄-me-šu lá iš-qúl,? minas of <gap> owed by <gap> son of sahrudannum.
um-ma ma-ma-hi-ir-ma a-na en-nam-a-šur qí-bi₄-ma 1 gú 20 ma-na urudu ma-sí-am sig₅ a-ni-na dumu,from man-mahir to ennam-aššur: annina son of aššur-bēl-awātim brought 1 talent 20 minas of washed fine copper.
a-šur-be-el-a-wa-tim ub-lam ṭup-pu-šu a-na a-bi₄-kà,he left his tablet for your father.
i-na {d}utu-ši ṭup-pì ta-ša-me-ú tí-ib-a-ma a-tal-kam ù lu ni-iz-ku ša 11 gú,the very day you hear my letter you should set out and come and then let us settle accounts.
a-ha-ma 13 gín i qá-tí lá-qé-ep a-lá-qé ša,separately i will receive 13 shekels from the part of lā-qēp.
a-na a-lá-hi-im qí-bi₄-ma um-ma sig₅-pí-a-šur ú puzur₄-a-šur-ma a-na-kam ki-ma ni-iš-ta-na-me-ú ma-tum da-al-ha-at-ni ú tí-ir-tí kà-ri-im da-na-at-ni tí-ir-tí-ni a-dí ma-lá ú ší-ni-šu i-li-kà-ku-um a-ta,"to ali-ahum from damiq-pī-aššur and puzur-aššur: when we heard repeatedly here that the land is in uproar and that the orders of the colony are strict, we sent word to you once or twice."
ú-za-ni-ma lá ta-áp-té-té-e a-ma-kam,but you have not informed us.
pá-ni-ni šé-bi₄-lá-am ú i-na qé-er-bi₄-ma 10 ma-na urudu sig₅ ša <gap> kù.babbar ṣí-pá-ra-tim <gap> e-ki-im za-áp-ru-tim šé-bi₄-lam,"send 2 minas of silver to us en route and send 10 minas of good copper included, for <gap> silver send bronze nails and zapru <gap>"
lá tù-šé-bi-lá-ma a-dí a-we-lam ba-al-ṭù iš-tí-šu lá a-na-me-er lu-qú-tí-kà ba-tí-iq,<gap> you sent to me and i shall not meet with the man while he is (still) alive.
ú-tù-ur a-da-a-ma ú kù.babbar ma-lá i-na ba-a-ba-tí-kà a-ma-hu-ru lá-li-kam-ma a-ma-kam e-né-kà lá-a-mu-ur iš-tí-kà lá+lá-<gap> ú i-na re-ší-kà lá-zi-iz iš-tù a-na i-dí-im a-mì-im,"i shall sell your goods at any price and then i shall come (with) what silver i receive from your outstanding claims, and i shall see your eye there, <gap> with you and serve you."
lá e-ru-bu a-bi a-ta mì-ma li-ba-kà lá i-lá-mì-in a-na ša,"although i did not reach that realisation(?), my dear father, do not be angry."
urudu ší-kam ú ma-sí-am né-pé-ša-am a-né-pé-ší-im ú-ru-ú-ni gi-mì-li-a ta-ah-bu-lu-šu-ni lá ša ší mu ni,"since they bring šikku-copper and washed copper, one package after another, you owe him favours for me <gap>"
um-ma šu-be-lúm-ma a-na lá-qé-ep ú a-lá-hi-im qí-bi-ma 15 túg ṣú-ba-tí wa-ší-ib-ru-ba-ni,from šu-bēlum to lā-qēp? and ali-ahum: wašibru-bāni brings you 15 textiles (and) 2 covers.
na-áš-a-ku-nu-tí 2 ma-áš-ku-nu <gap>-5 gín kù.babbar,"give him his wages, <gap>-5 shekels of silver."
lu-bi-il₅ 4 gín kù.babbar ša-lim-be-lí,make šalim-bēli give 4 shekels of silver.
ša-dí-na 1 gín kù.babbar dì-na-ma sà-hi-ir-tám ša-ma-šu-um,give 1 shekel of silver and buy small goods for him.
um-ma ša-lim-a-šùr-ma a-na a-šùr-iš-tí-kál en-na-nim en-um-a-šùr dumu ú-zu-a ù en-um-a-šùr qí-bi-ma i-nu-mì,"from šalim-aššur to aššuriš-tikal, ennānum, ennam-aššur son of uzuwa and ennam-aššur: when the price (for tin) stood at 1:17 i bought at 1:15; the tin is cleared."
<gap> kù.gi iš-tí a-lá-hi-im <gap>,"i offered him 1 donkey for sale, and i brought 2 as an entrance gift to him."
ša-pí-ri-im ša <gap> kù.babbar lá-qé,with hirdu <gap> and let ennam-aššur take care to produce hirdu's silver.
bu-um <gap> a-li <gap> li-li-kam-ma <gap> a-dí <gap>-im <gap> wa-ša-áb-ma <gap> ta-ṭá-ra-da-ni-šu ṭup-pì ša 1 gú kù.babbar ša é ú-ṣur-ša-a-šur tù-šé-li-a-ni <gap>,"take care <gap> give <gap> you hear <gap> which you sent to me, and you produced my tablet for 1 talent of silver from uṣur-ša-aššur's house <gap>"
a-na e-lá-ma qí-bi-ma um-ma a-šùr-sipa-ma ta-áš-pu-ra-am um-ma a-ta-ma ṭup-pé-e na-áš-pá-ra-tim ša iš-tù a-lim{ki} tù-šé-ṣí-a-ni šé-bi-lam ṭup-pé-e na-áš-pá-ra-tim ša da-dí-a ù en-um-a-šùr šu-mì-a-bi-a na-áš-a-kum ṭup-pu-um ša ṣú-ha-ar-tim,"say to elamma, thus aššur-rē'ī: you wrote me as follows: 'send me the tablets with letters that you took along from the city'. šumi-abiya is on his way with the tablets with letters of dadiya and ennam-aššur."
